absolute_path,file_name,file_type,sheet_names,max_rows_cols_per_sheet,contains_cc_1412000040,contains_5005026371,contains_5005116291,contains_5005116292,contains_5005066281,contains_5005066282,contains_5005056281,contains_5005046281,contains_Apr_Mar_month_structure,looks_like,evidence_summary
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\47.KDTVN 工程品質管理2課_MP FY2027_各予定(Ver01).xlsx,47.KDTVN 工程品質管理2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1008x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\51.KDTVN 労働組合_MP FY2027_各予定(Ver01).xlsx,51.KDTVN 労働組合_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); Sheet1; 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1004x63; Sheet1:1x1; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x56; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1004x66; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1003x55; 設備投資計画:55x21; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:53x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):990x57; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):982x63; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\70.KDTVN 工程品質管理3課_MP FY2027_各予定(Ver01).xlsx,70.KDTVN 工程品質管理3課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):983x57; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\71.KDTVN 工程品質管理4課_MP FY2027_各予定(Ver01).xlsx,71.KDTVN 工程品質管理4課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):999x56; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\72.KDTVN 製造システム開発課_MP FY2027_各予定(Ver01).xlsx,72.KDTVN 製造システム開発課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1005x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\73.KDTVN 製造技術管理課_MP FY2027_各予定(Ver01).xlsx,73.KDTVN 製造技術管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1008x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\74.KDTVN 部品品質管理2課_MP FY2027_各予定(Ver01).xlsx,74.KDTVN 部品品質管理2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\Copy of 報告データ.xlsx,Copy of 報告データ.xlsx,secondary_subfolder_file,人数＆時間; FY2026; 残業の実績; 管理係り; 経費; 経費比較; 詳細; MP比較,人数＆時間:16x15; FY2026:8x14; 残業の実績:32x27; 管理係り:17x17; 経費:8x14; 経費比較:21x12; 詳細:12x14; MP比較:15x7,NO,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\DL chung\固定資産情報_Fixed_Assets_Information_2025.11 - Nov.xlsx,固定資産情報_Fixed_Assets_Information_2025.11 - Nov.xlsx,secondary_subfolder_file,2025.11; Fixed assets list; Sheet1; KDTVN - useful life; Useful life; Calculate Depr&Interest FA; Planned Depreciation,2025.11:1271x25; Fixed assets list:9382x23; Sheet1:8783x17; KDTVN - useful life:275x9; Useful life:66x4; Calculate Depr&Interest FA:52x16; Planned Depreciation:8662x18,NO,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\DL chung\施設課　MPFY2027.xlsx,施設課　MPFY2027.xlsx,secondary_subfolder_file,減価償却費（Depreciation）; 固定資産金利（Interest）; 水道光熱費（Electric & Water）; B&L; E&W,減価償却費（Depreciation）:136x15; 固定資産金利（Interest）:136x15; 水道光熱費（Electric & Water）:137x15; B&L:87x63; E&W:129x30,YES,NO,NO,NO,NO,NO,NO,NO,NO,unknown,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\DL chung\総務課 FY2027 MP 振替予定.xlsx,総務課 FY2027 MP 振替予定.xlsx,secondary_subfolder_file,"FY2027予定; Cách tính phân bổ 振替計算; cách tính Gas; Số ngày xe bus ; Tính NRT, GVS (2); Tính gas; Tính NRT, GVS; Tính bus VN; Dự kiến tuyển dụng; Số ngày xe bus","FY2027予定:20x19; Cách tính phân bổ 振替計算:48x21; cách tính Gas:25x13; Số ngày xe bus :42x13; Tính NRT, GVS (2):48x15; Tính gas:13x13; Tính NRT, GVS:50x15; Tính bus VN:83x16; Dự kiến tuyển dụng:5x14; Số ngày xe bus:33x13",NO,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\Dự tính chi phí làm giấy tờ cho NNN FY2027.xlsx,Dự tính chi phí làm giấy tờ cho NNN FY2027.xlsx,secondary_subfolder_file,FY2027,FY2027:47x18,YES,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\file check time&人.xlsx,file check time&人.xlsx,secondary_subfolder_file,Sheet1,Sheet1:23x14,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\file check.xlsx,file check.xlsx,secondary_subfolder_file,"Cơ 1-3; Cơ 4-điện; nhà đất, điện nước","Cơ 1-3:78x13; Cơ 4-điện:73x14; nhà đất, điện nước:45x30",YES,NO,NO,NO,NO,NO,NO,NO,NO,unknown,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\FY2026経費.xlsx,FY2026経費.xlsx,secondary_subfolder_file,まとめ; 固定資産,まとめ:37x30; 固定資産:16x13,YES,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\FY2027固定資産計画.xlsx,FY2027固定資産計画.xlsx,secondary_subfolder_file,Sheet1,Sheet1:14x12,YES,NO,NO,NO,NO,NO,NO,NO,NO,unknown,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\MPのデータ 2027.xlsx,MPのデータ 2027.xlsx,secondary_subfolder_file,Sheet1; 出張計画; 日本出張,Sheet1:27x15; 出張計画:62x14; 日本出張:14x14,NO,NO,YES,YES,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\MP data\old\報告データ.xlsx,報告データ.xlsx,secondary_subfolder_file,人数＆時間; FY2026; 残業の実績; 管理係り; 経費; 経費比較; 詳細,人数＆時間:16x15; FY2026:8x14; 残業の実績:32x27; 管理係り:17x17; 経費:8x14; 経費比較:12x10; 詳細:11x13,NO,NO,NO,NO,NO,NO,NO,NO,YES,skeleton_reference,text scan sampled first 300 rows/sheet
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\old\メカ2\15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:479x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\メカ2\15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\メカ１\14.KDTVN メカ製造技術1課_MP FY2027_各予定(Ver01).xlsx,14.KDTVN メカ製造技術1課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\管理課\73.KDTVN 製造技術管理課_MP FY2027_各予定(Ver01).xlsx,73.KDTVN 製造技術管理課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1008x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\製造システム開発課\72.KDTVN 製造システム開発課_MP FY2027_各予定(Ver01).xlsx,72.KDTVN 製造システム開発課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1005x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\電気\16.KDTVN 電気製造技術課_MP FY2027_各予定(Ver01).xlsx,16.KDTVN 電気製造技術課_MP FY2027_各予定(Ver01).xlsx,secondary_subfolder_file,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
